self-play´ÎÊý,loss,entropy
106,2.6389999389648438,2.1379587650299072
107,2.6215980052948,2.1548311710357666
108,2.7102794647216797,2.154526948928833
109,2.7749359607696533,2.1740615367889404
110,2.6786258220672607,2.0789377689361572
111,2.5868542194366455,2.0873701572418213
112,2.6470768451690674,2.1037003993988037
113,2.715993881225586,2.1123595237731934
114,2.90610671043396,2.200383424758911
115,2.867600679397583,2.1486289501190186
116,2.9442636966705322,2.198744058609009
117,2.789738893508911,2.1374104022979736
118,2.734046459197998,2.0950419902801514
119,2.7093045711517334,2.130507707595825
120,2.7413687705993652,2.055081367492676
121,2.949073076248169,2.164519786834717
122,2.7367262840270996,2.148946762084961
123,2.7671327590942383,2.064563751220703
124,2.758314847946167,2.0819687843322754
125,2.698779582977295,2.0805776119232178
126,2.8828060626983643,2.15549898147583
127,2.6718521118164062,2.0071072578430176
128,2.6390345096588135,2.0130443572998047
129,2.761326313018799,2.1012213230133057
130,2.6638474464416504,2.1028366088867188
131,2.7497024536132812,2.1578612327575684
132,2.8367350101470947,2.1264355182647705
133,2.760063648223877,2.1080706119537354
134,2.7440080642700195,2.0886647701263428
135,2.696701765060425,2.102921724319458
136,2.752344846725464,2.1477673053741455
137,2.6469271183013916,2.148524284362793
138,2.6046574115753174,2.067981481552124
139,2.7098398208618164,2.0495452880859375
140,2.6355719566345215,2.1462864875793457
141,2.727238893508911,2.0900778770446777
142,2.6182241439819336,2.1068475246429443
143,2.658487319946289,2.106476306915283
144,2.5756454467773438,2.0939488410949707
145,2.5507073402404785,2.052375316619873
146,2.619581699371338,2.051384449005127
147,2.6281116008758545,2.0017359256744385
148,2.663825511932373,2.174301862716675
149,2.6368608474731445,2.059286117553711
150,2.623210906982422,1.988621473312378
151,2.5582363605499268,2.0648012161254883
152,2.5316951274871826,1.973296880722046
153,2.5982556343078613,2.0892860889434814
154,2.717411518096924,2.1007790565490723
155,2.6437954902648926,2.06723952293396
156,2.6298906803131104,2.1438686847686768
157,2.4885668754577637,2.0659642219543457
158,2.4298641681671143,1.9995927810668945
159,2.444143533706665,2.027263879776001
160,2.5164990425109863,2.1038477420806885
161,2.4560770988464355,2.002840280532837
162,2.6123125553131104,2.0869030952453613
163,2.400092601776123,2.0033557415008545
164,2.4553539752960205,2.0543627738952637
165,2.524445056915283,2.029402732849121
166,2.4569413661956787,2.0545191764831543
167,2.496988534927368,2.123704195022583
168,2.4248132705688477,2.068204641342163
169,2.4099977016448975,2.050522804260254
170,2.3559956550598145,2.0064141750335693
171,2.5141515731811523,2.0664093494415283
172,2.537290096282959,2.0716750621795654
173,2.551637649536133,2.065262794494629
174,2.5931169986724854,2.0321779251098633
175,2.5746445655822754,2.1531624794006348
176,2.5150675773620605,2.014169216156006
177,2.471855640411377,2.079845428466797
178,2.5266900062561035,2.0193374156951904
179,2.4963417053222656,2.0846283435821533
180,2.4675726890563965,1.9806948900222778
181,2.5326972007751465,2.022625684738159
182,2.3703746795654297,1.8554242849349976
183,2.3814423084259033,1.980493187904358
184,2.429966926574707,2.0417861938476562
185,2.516310930252075,1.985026240348816
186,2.410461664199829,1.989762783050537
187,2.415876626968384,1.9530433416366577
188,2.538482666015625,2.011824607849121
189,2.529390811920166,1.970707893371582
190,2.599745750427246,1.9655171632766724
191,2.4428787231445312,1.949604868888855
192,2.643529176712036,1.9839705228805542
193,2.3390045166015625,1.8919670581817627
194,2.467874050140381,1.9046049118041992
195,2.5980007648468018,1.9813642501831055
196,2.5391712188720703,1.9689099788665771
197,2.5634877681732178,1.990644931793213
198,2.5297858715057373,1.9633783102035522
199,2.5187926292419434,1.9858912229537964
200,2.5253846645355225,1.957846999168396
201,2.4598827362060547,1.895851492881775
202,2.585702657699585,1.9878184795379639
203,2.5823428630828857,2.002573251724243
204,2.5555171966552734,1.9939099550247192
205,2.432900905609131,1.8671681880950928
206,2.542022705078125,2.0390005111694336
207,2.6772966384887695,1.9435535669326782
208,2.595339059829712,1.9577221870422363
209,2.4875330924987793,1.959741473197937
210,2.459467649459839,1.9295293092727661
211,2.549276113510132,1.9723210334777832
212,2.575061798095703,1.907143473625183
213,2.61185622215271,1.9410794973373413
214,2.566931962966919,1.9599477052688599
215,2.5792250633239746,1.9131413698196411
216,2.579178810119629,1.8588286638259888
217,2.6184544563293457,1.9663745164871216
218,2.583211898803711,1.962937355041504
219,2.6699771881103516,2.0492284297943115
220,2.649034261703491,2.0061285495758057
221,2.692164897918701,2.0092339515686035
222,2.6887056827545166,2.0055909156799316
223,2.609964370727539,1.9846922159194946
224,2.6349596977233887,1.9761295318603516
225,2.5715079307556152,2.0060536861419678
226,2.6246538162231445,2.0235977172851562
227,2.5441713333129883,1.9872568845748901
228,2.531553268432617,2.050645589828491
229,2.60772442817688,1.9237685203552246
230,2.5266523361206055,1.9899729490280151
231,2.593440055847168,1.9911184310913086
232,2.5416245460510254,2.0019710063934326
233,2.5921599864959717,2.067983388900757
234,2.4461424350738525,1.9031754732131958
235,2.472604751586914,2.0396201610565186
236,2.4032206535339355,1.943192481994629
237,2.579300880432129,2.023460626602173
238,2.5674190521240234,2.040572166442871
239,2.52018666267395,2.0088019371032715
240,2.4184839725494385,1.9975416660308838
241,2.5153586864471436,1.94408118724823
242,2.629188060760498,1.9972316026687622
243,2.523662567138672,1.9896084070205688
244,2.524254083633423,2.012429714202881
245,2.5376574993133545,2.0762147903442383
246,2.5827455520629883,2.026233673095703
247,2.564708709716797,2.0524744987487793
248,2.5991311073303223,2.0559751987457275
249,2.4599716663360596,2.019477128982544
250,2.481903314590454,2.015305757522583
251,2.4836647510528564,2.0828120708465576
252,2.4780466556549072,2.0287632942199707
253,2.503469705581665,2.029456615447998
254,2.476806402206421,2.054884910583496
255,2.4430530071258545,2.0494682788848877
256,2.4576332569122314,2.068404197692871
257,2.347266435623169,1.979188084602356
258,2.3992514610290527,2.0216217041015625
259,2.424339532852173,2.034578561782837
260,2.421088218688965,1.9979958534240723
261,2.4119064807891846,2.0145812034606934
262,2.473593235015869,1.9835869073867798
263,2.4580631256103516,2.045372724533081
264,2.356860637664795,1.9699645042419434
265,2.5101943016052246,2.0372860431671143
266,2.452650308609009,2.0283074378967285
267,2.4937551021575928,2.0210683345794678
268,2.4656217098236084,2.016697645187378
269,2.4740726947784424,2.013016939163208
270,2.4471094608306885,1.9634803533554077
271,2.492842674255371,1.9694842100143433
272,2.6001181602478027,1.9820690155029297
273,2.391897201538086,2.0015745162963867
274,2.4559192657470703,1.9573034048080444
275,2.3775522708892822,1.9899084568023682
276,2.4880995750427246,1.965145230293274
277,2.4771676063537598,2.0182909965515137
278,2.473754644393921,1.978528380393982
279,2.4991095066070557,2.0033600330352783
280,2.4886341094970703,1.9913225173950195
281,2.5646729469299316,2.0386946201324463
282,2.6121835708618164,2.0474507808685303
283,2.6725711822509766,2.0723183155059814
284,2.5754122734069824,2.0436980724334717
285,2.5975096225738525,2.0323739051818848
286,2.892301082611084,2.0802955627441406
287,2.8113601207733154,2.0628838539123535
288,2.7843093872070312,2.0777299404144287
289,2.8690240383148193,2.046302556991577
290,2.757012367248535,2.0062344074249268
291,2.770944595336914,2.0536305904388428
292,2.70029616355896,2.0386927127838135
293,2.742579460144043,2.0382049083709717
294,2.7670254707336426,2.0611789226531982
295,2.683156967163086,2.052123546600342
296,2.7264297008514404,2.098083972930908
297,2.681732416152954,2.086270570755005
298,2.7599868774414062,2.059507369995117
299,2.6852211952209473,2.05476713180542
300,2.761427402496338,2.018449068069458
301,2.8057518005371094,2.103142499923706
302,2.872452735900879,2.0997884273529053
303,2.8053343296051025,2.2017691135406494
304,2.8086395263671875,2.13352108001709
305,2.8931102752685547,2.1264472007751465
306,2.8949289321899414,2.1401968002319336
307,2.825988292694092,2.085643768310547
308,2.7404441833496094,2.0639688968658447
309,2.863551139831543,2.127000331878662
310,2.857696294784546,2.1700246334075928
311,2.7248713970184326,2.1493594646453857
312,2.8472673892974854,2.066279411315918
313,2.93697190284729,2.253171443939209
314,2.7775142192840576,2.166555881500244
315,2.7899930477142334,2.170102119445801
316,2.788097381591797,2.2245516777038574
317,2.754394054412842,2.1199052333831787
318,2.8896570205688477,2.228487253189087
319,3.081841468811035,2.236091136932373
320,2.9442200660705566,2.1799347400665283
321,2.9501919746398926,2.2327284812927246
322,2.9061319828033447,2.263154983520508
323,2.9900190830230713,2.295560836791992
324,2.9107351303100586,2.246812105178833
325,2.906651020050049,2.2419400215148926
326,2.964339256286621,2.2763125896453857
327,3.087033271789551,2.366835117340088
328,2.9915103912353516,2.3494086265563965
329,3.052570343017578,2.3840250968933105
330,3.1254520416259766,2.2595455646514893
331,3.057624578475952,2.4070563316345215
332,2.993210792541504,2.241774082183838
333,2.958101272583008,2.2581682205200195
334,2.9628448486328125,2.473201274871826
335,2.922891139984131,2.387866973876953
336,2.8151297569274902,2.2556092739105225
337,2.8806064128875732,2.343031883239746
338,2.858541965484619,2.2968878746032715
339,2.8824691772460938,2.2908565998077393
340,2.862762451171875,2.228443145751953
341,2.9326319694519043,2.3548035621643066
342,2.8660590648651123,2.3913028240203857
343,2.873157262802124,2.335219383239746
344,2.8689451217651367,2.37429141998291
345,2.772371530532837,2.342949390411377
346,2.953991413116455,2.377657890319824
347,2.9627180099487305,2.3521029949188232
348,2.912074327468872,2.3826990127563477
349,2.902773380279541,2.4100401401519775
350,2.9290990829467773,2.336595296859741
351,2.9117074012756348,2.3598721027374268
352,2.9391729831695557,2.417508840560913
353,2.7974624633789062,2.3396987915039062
354,2.9709386825561523,2.4163103103637695
355,2.9406182765960693,2.3745980262756348
356,2.902494430541992,2.3284871578216553
357,2.916457176208496,2.4403529167175293
358,2.8966219425201416,2.3526904582977295
359,2.938159465789795,2.3519368171691895
360,2.7848739624023438,2.2801566123962402
361,2.763599157333374,2.3730077743530273
362,2.7938716411590576,2.3060104846954346
363,2.8519370555877686,2.2976462841033936
364,2.8475611209869385,2.348904848098755
365,2.859522581100464,2.235142707824707
366,2.9075865745544434,2.328936815261841
367,2.8045101165771484,2.2851428985595703
368,2.9064431190490723,2.2810463905334473
369,2.9624266624450684,2.3950109481811523
370,2.8994579315185547,2.40781307220459
371,2.812180519104004,2.4200398921966553
372,2.7849109172821045,2.3114428520202637
373,2.705023765563965,2.2683446407318115
374,2.836411714553833,2.4165008068084717
375,2.755746841430664,2.248861074447632
376,2.823230266571045,2.3118815422058105
377,2.8218114376068115,2.3488378524780273
378,2.860280990600586,2.3430051803588867
379,2.886469841003418,2.3411765098571777
380,2.9163174629211426,2.3294427394866943
381,2.9248061180114746,2.337769031524658
382,2.8307173252105713,2.3239986896514893
383,2.8763906955718994,2.302849292755127
384,2.84201717376709,2.35671067237854
385,2.8385915756225586,2.249555826187134
386,2.798340082168579,2.2179932594299316
387,2.8508002758026123,2.174654006958008
388,2.8979389667510986,2.330669641494751
389,2.8447186946868896,2.2738513946533203
390,2.8585448265075684,2.2545833587646484
391,2.8263869285583496,2.303378105163574
392,2.913646697998047,2.339165210723877
393,2.809772491455078,2.2510135173797607
394,2.944279193878174,2.3745012283325195
395,2.9259910583496094,2.279179096221924
396,2.800255298614502,2.2983028888702393
397,2.7988040447235107,2.2688186168670654
398,2.853569984436035,2.2562482357025146
399,2.8907899856567383,2.3163955211639404
400,2.896807909011841,2.3213934898376465
401,2.8671646118164062,2.3310835361480713
402,2.8187479972839355,2.3323776721954346
403,2.873736619949341,2.2667996883392334
404,2.953679084777832,2.2753286361694336
405,2.987177848815918,2.3644890785217285
406,2.9166815280914307,2.3168699741363525
407,2.9026665687561035,2.320551633834839
408,2.8605175018310547,2.2948458194732666
409,2.8044724464416504,2.311204195022583
410,2.812877893447876,2.2871553897857666
411,2.7303388118743896,2.272395133972168
412,2.8952436447143555,2.309537649154663
413,2.8017654418945312,2.2351136207580566
414,2.842529773712158,2.302783966064453
415,2.8294901847839355,2.288184404373169
416,2.7721149921417236,2.2854857444763184
417,2.8388702869415283,2.168273448944092
418,2.7867250442504883,2.222775459289551
419,2.889486789703369,2.2908236980438232
420,2.665144205093384,2.2042784690856934
421,2.835557699203491,2.214301109313965
422,2.8129308223724365,2.2629196643829346
423,2.759164810180664,2.2915635108947754
424,2.8384194374084473,2.296196937561035
425,2.8000974655151367,2.3283143043518066
426,2.860405206680298,2.279261589050293
427,2.804018020629883,2.3350608348846436
428,2.7687127590179443,2.3105356693267822
429,2.7061431407928467,2.217684745788574
430,2.8192076683044434,2.381974458694458
431,2.7252585887908936,2.2747905254364014
432,2.777644395828247,2.3047683238983154
433,2.7961504459381104,2.350126028060913
434,2.7758679389953613,2.3623743057250977
435,2.7130298614501953,2.3916492462158203
436,2.8061230182647705,2.367798089981079
437,2.742887496948242,2.3692781925201416
438,2.708371639251709,2.373610496520996
439,2.8340914249420166,2.4262287616729736
440,2.6865572929382324,2.3352935314178467
441,2.6870508193969727,2.2578516006469727
442,2.640387535095215,2.288161039352417
443,2.7568202018737793,2.3511085510253906
444,2.6978108882904053,2.3168904781341553
445,2.6793019771575928,2.334737539291382
446,2.5786330699920654,2.22868013381958
447,2.645573139190674,2.243809700012207
448,2.6458945274353027,2.25757098197937
449,2.650073528289795,2.357036590576172
450,2.6210291385650635,2.270810604095459
451,2.5965023040771484,2.278623342514038
452,2.6977922916412354,2.3538339138031006
453,2.6814591884613037,2.3118793964385986
454,2.5936880111694336,2.241161823272705
455,2.598720073699951,2.2018818855285645
456,2.646805763244629,2.3165175914764404
457,2.6366043090820312,2.2650082111358643
458,2.5432627201080322,2.1688404083251953
459,2.8118999004364014,2.3082611560821533
460,2.780113697052002,2.31095814704895
461,2.680083990097046,2.2189085483551025
462,2.5697202682495117,2.1957311630249023
463,2.765000581741333,2.2490122318267822
464,2.7428512573242188,2.2659952640533447
465,2.7351911067962646,2.2783777713775635
466,2.766838550567627,2.2641313076019287
467,2.691911220550537,2.2024824619293213
468,2.870779514312744,2.2941298484802246
469,2.7267394065856934,2.2665066719055176
470,2.683400869369507,2.201155185699463
471,2.6729888916015625,2.133885145187378
472,2.563249349594116,2.084843158721924
473,2.5952024459838867,2.191410541534424
474,2.684338092803955,2.123683214187622
475,2.704618215560913,2.1543004512786865
476,2.877708911895752,2.234752893447876
477,2.64690899848938,2.2641074657440186
478,2.585578441619873,2.1697802543640137
479,2.7741427421569824,2.2116713523864746
480,2.741201877593994,2.2237706184387207
481,2.6850039958953857,2.185373067855835
482,2.7751145362854004,2.1979458332061768
483,2.7589259147644043,2.221374273300171
484,2.611978054046631,2.1740798950195312
485,2.706373691558838,2.2112250328063965
486,2.7347211837768555,2.1547770500183105
487,2.8042192459106445,2.256305456161499
488,2.740462303161621,2.252225875854492
489,2.8707220554351807,2.226135730743408
490,2.760423421859741,2.182187557220459
491,2.7953639030456543,2.185690402984619
492,2.73759126663208,2.2005484104156494
493,2.882493495941162,2.229696035385132
494,2.8467283248901367,2.179358959197998
495,2.8164103031158447,2.2191002368927
496,2.7756900787353516,2.2094428539276123
497,2.8817803859710693,2.2739734649658203
498,2.7907862663269043,2.2035281658172607
499,2.7647829055786133,2.232120990753174
500,2.6573171615600586,2.155515432357788
501,2.8156299591064453,2.2037150859832764
502,2.7966723442077637,2.200361490249634
503,2.76776385307312,2.1967225074768066
504,2.7927606105804443,2.215818405151367
505,2.6695964336395264,2.186365842819214
506,2.687983751296997,2.1520590782165527
507,2.7644033432006836,2.176642656326294
508,2.7434260845184326,2.2007856369018555
509,2.7873282432556152,2.253239870071411
510,2.7337942123413086,2.180723190307617
511,2.6477723121643066,2.188387155532837
512,2.7515368461608887,2.2442104816436768
513,2.7336385250091553,2.175330638885498
514,2.788336753845215,2.149163007736206
515,2.662170886993408,2.10982608795166
516,2.712630271911621,2.201688289642334
517,2.669342279434204,2.102497100830078
518,2.8840391635894775,2.201531410217285
519,2.930466651916504,2.2081973552703857
520,2.867814064025879,2.1806037425994873
521,2.842345714569092,2.137845754623413
522,2.7995707988739014,2.1567089557647705
523,2.8849892616271973,2.178046941757202
524,2.7890779972076416,2.1962263584136963
525,2.7896363735198975,2.192105770111084
526,2.706422805786133,2.2022690773010254
527,2.773313522338867,2.151416063308716
528,2.815135955810547,2.161386013031006
529,2.792485475540161,2.109905481338501
530,2.85430908203125,2.1617848873138428
531,2.833048105239868,2.215749979019165
532,2.756133556365967,2.082427501678467
533,2.852039098739624,2.203110456466675
534,2.7813613414764404,2.164090871810913
535,2.6040408611297607,2.1690268516540527
536,2.7503786087036133,2.113161325454712
537,2.81815242767334,2.2233335971832275
538,2.766970157623291,2.140214443206787
539,2.7979226112365723,2.1977450847625732
540,2.8032314777374268,2.226010799407959
541,2.6603100299835205,2.203245162963867
542,2.7364964485168457,2.1736161708831787
543,2.7045021057128906,2.1192002296447754
544,2.653642177581787,2.1319868564605713
545,2.760749340057373,2.130864381790161
546,2.7448666095733643,2.0960631370544434
547,2.703766345977783,2.124326229095459
548,2.7757363319396973,2.1489083766937256
549,2.5898594856262207,2.0982773303985596
550,2.727717161178589,2.161159038543701
551,2.731806755065918,2.1197142601013184
552,2.696491003036499,2.1519246101379395
553,2.7957303524017334,2.2105042934417725
554,2.772613286972046,2.1277670860290527
555,2.818697929382324,2.1240692138671875
556,2.7361865043640137,2.0732638835906982
557,2.6797542572021484,2.161990165710449
558,2.6384572982788086,2.042725086212158
559,2.611975908279419,2.070058822631836
560,2.6118907928466797,2.0383095741271973
561,2.6889703273773193,2.07926607131958
562,2.6020450592041016,2.151334762573242
563,2.6516671180725098,2.0839710235595703
564,2.5538878440856934,2.076197862625122
565,2.654655933380127,2.146773099899292
566,2.7323107719421387,2.12599515914917
567,2.5980420112609863,2.082718849182129
568,2.706259250640869,2.1147308349609375
569,2.640580892562866,2.072597026824951
570,2.7123806476593018,2.165074110031128
571,2.6188907623291016,2.11610746383667
572,2.7079544067382812,2.1614341735839844
573,2.690025806427002,2.087468385696411
574,2.646064281463623,2.110278606414795
575,2.643012046813965,2.081031560897827
576,2.700902223587036,2.081418037414551
577,2.7157933712005615,2.0999908447265625
578,2.7907955646514893,2.0725584030151367
579,2.6479392051696777,2.0566368103027344
580,2.762238025665283,2.053633451461792
581,2.6502676010131836,2.0421643257141113
582,2.7519373893737793,2.12648868560791
583,2.7023916244506836,2.0396201610565186
584,2.656857967376709,2.157546281814575
585,2.6391334533691406,2.0562121868133545
586,2.62259840965271,2.0857865810394287
587,2.5354080200195312,1.986466646194458
588,2.722001791000366,2.076570749282837
589,2.628817081451416,2.050506830215454
590,2.680781841278076,2.062739849090576
591,2.6416773796081543,2.076709747314453
592,2.5957982540130615,2.0009865760803223
593,2.65629506111145,2.1112942695617676
594,2.503901481628418,1.9748262166976929
595,2.540337324142456,1.9910082817077637
596,2.5640900135040283,1.9933953285217285
597,2.5609521865844727,2.068403720855713
598,2.557398557662964,2.0273334980010986
599,2.568204402923584,1.9969068765640259
600,2.5316355228424072,2.061511278152466
601,2.5513370037078857,1.9718739986419678
602,2.6468276977539062,2.050380229949951
603,2.657421350479126,2.0493180751800537
604,2.651130437850952,2.1547210216522217
605,2.5322043895721436,2.015997886657715
606,2.6819019317626953,2.0730884075164795
607,2.6252949237823486,2.0405592918395996
608,2.6709635257720947,2.0597102642059326
609,2.5780341625213623,2.0027427673339844
610,2.7702198028564453,2.0219616889953613
611,2.733531951904297,2.064119338989258
612,2.694021701812744,1.9823399782180786
613,2.7365033626556396,2.1007838249206543
614,2.6488094329833984,2.011892557144165
615,2.6989917755126953,2.0822901725769043
616,2.7115912437438965,2.1054279804229736
617,2.6612327098846436,2.119257926940918
618,2.5245020389556885,2.016744375228882
619,2.60798978805542,2.0890276432037354
620,2.6648826599121094,2.090700149536133
621,2.717395305633545,2.1803157329559326
622,2.593780755996704,2.066816568374634
623,2.651184320449829,2.117945432662964
624,2.4759223461151123,2.0656301975250244
625,2.628666400909424,2.121410608291626
626,2.6471805572509766,2.073615550994873
627,2.7214670181274414,2.1498796939849854
628,2.825899124145508,2.172262191772461
629,2.808518886566162,2.1992924213409424
630,2.950930118560791,2.1931610107421875
631,2.7201454639434814,2.158034324645996
632,2.8411967754364014,2.1786856651306152
633,2.849763870239258,2.121272563934326
634,2.9073309898376465,2.225985527038574
635,2.710278034210205,2.1524136066436768
636,2.8170504570007324,2.169325828552246
637,2.8866732120513916,2.203728675842285
638,2.806968927383423,2.1340384483337402
639,2.95595645904541,2.1799991130828857
640,2.910038471221924,2.1399264335632324
641,2.940244197845459,2.215884208679199
642,2.8507862091064453,2.1514878273010254
643,2.7870595455169678,2.1305904388427734
644,2.8260371685028076,2.109628438949585
645,2.881819009780884,2.2180802822113037
646,2.92574405670166,2.154768466949463
647,2.8734192848205566,2.2158827781677246
648,2.912687301635742,2.106243133544922
649,2.878718852996826,2.2217934131622314
650,2.8239006996154785,2.134121894836426
651,2.807013511657715,2.0744266510009766
652,2.903087615966797,2.208475351333618
653,2.7885076999664307,2.13399338722229
654,2.798523426055908,2.1406161785125732
655,2.7134571075439453,2.0708391666412354
656,2.722838878631592,2.0971148014068604
657,2.7051703929901123,2.1389012336730957
658,2.6114799976348877,2.0209338665008545
659,2.7825045585632324,2.2193291187286377
660,2.6984243392944336,2.097062349319458
661,2.6167073249816895,2.0869340896606445
662,2.552626609802246,2.0188517570495605
663,2.7353572845458984,2.1093552112579346
664,2.697627305984497,2.1224124431610107
665,2.707413673400879,2.1428239345550537
666,2.593977212905884,2.0534467697143555
667,2.7324817180633545,2.1178789138793945
668,2.6338448524475098,2.0846190452575684
669,2.5800251960754395,1.980721354484558
670,2.738013505935669,2.1368117332458496
671,2.5946316719055176,2.0440430641174316
672,2.5874009132385254,2.009314775466919
673,2.6004347801208496,2.066014289855957
674,2.609556198120117,1.9529991149902344
675,2.6633081436157227,2.0835068225860596
676,2.5526154041290283,1.9866786003112793
677,2.438603162765503,1.992434024810791
678,2.655341148376465,2.022341251373291
679,2.693326473236084,2.0589518547058105
680,2.759721517562866,2.0821480751037598
681,2.5916354656219482,1.9638135433197021
682,2.5862417221069336,1.9317265748977661
683,2.6521706581115723,1.979948878288269
684,2.5577290058135986,1.8899776935577393
685,2.7429771423339844,2.0308022499084473
686,2.625394344329834,2.015982151031494
687,2.6307320594787598,2.029855966567993
688,2.5011894702911377,1.9279106855392456
689,2.5772786140441895,2.0556600093841553
690,2.477015733718872,1.8506839275360107
691,2.462893009185791,1.8580447435379028
692,2.5109612941741943,1.9327051639556885
693,2.563636302947998,1.9816645383834839
694,2.4594924449920654,1.9261618852615356
695,2.538466691970825,1.924359679222107
696,2.41949725151062,1.887823224067688
697,2.3951919078826904,1.9700062274932861
698,2.4006967544555664,1.8498384952545166
699,2.3727805614471436,1.8967164754867554
700,2.46049165725708,1.9029183387756348
701,2.4030072689056396,1.965667486190796
702,2.4630398750305176,1.922585129737854
703,2.510631561279297,1.9369070529937744
704,2.4447264671325684,1.9389241933822632
705,2.484241247177124,1.8948938846588135
706,2.5395114421844482,1.8471237421035767
707,2.4528138637542725,1.9259264469146729
708,2.652343511581421,2.0325863361358643
709,2.6922202110290527,1.9842982292175293
710,2.557422161102295,1.97458815574646
711,2.6568312644958496,2.010166645050049
712,2.7139782905578613,2.0401129722595215
713,2.7268502712249756,2.075455665588379
714,2.6874101161956787,2.073245048522949
715,2.7347822189331055,2.148212194442749
716,2.7767333984375,2.105391263961792
717,2.5878045558929443,2.064770221710205
718,2.656672716140747,2.1077537536621094
719,2.6762068271636963,2.1009275913238525
720,2.7649245262145996,2.2058486938476562
721,2.686171770095825,2.1123054027557373
722,2.652669906616211,2.132293224334717
723,2.6172454357147217,2.0927188396453857
724,2.5493171215057373,2.125074863433838
725,2.6033754348754883,2.0604941844940186
726,2.5196828842163086,2.143967866897583
727,2.676809310913086,2.1741087436676025
728,2.687047243118286,2.187875747680664
729,2.60089111328125,2.1936373710632324
730,2.677577495574951,2.15238356590271
731,2.6457841396331787,2.2079854011535645
