self-play´ÎÊý,loss,entropy
3,3.094160556793213,1.8273178339004517
4,4.29285192489624,1.2419365644454956
5,3.6780343055725098,1.7085527181625366
6,3.2626872062683105,1.8254214525222778
7,2.76835298538208,1.6328978538513184
8,2.7179667949676514,1.851075530052185
9,3.109825611114502,2.1124279499053955
10,2.848210096359253,2.039355516433716
11,2.8624696731567383,2.074409246444702
12,2.710024356842041,2.179816246032715
13,2.6313860416412354,2.036275863647461
14,2.530508518218994,1.9866732358932495
15,2.5829343795776367,2.0290701389312744
16,2.657230854034424,1.951493501663208
17,2.635300636291504,2.0180187225341797
18,2.5908029079437256,2.042729616165161
19,2.578721046447754,2.067052125930786
20,2.402956008911133,1.9821215867996216
21,2.4582455158233643,2.0661778450012207
22,2.6535608768463135,2.0111138820648193
23,2.56406307220459,2.043369770050049
24,2.668618679046631,2.0634727478027344
25,2.6265034675598145,2.121246814727783
26,2.604689598083496,2.099114179611206
27,2.602668523788452,2.1497578620910645
28,2.584520101547241,2.1311066150665283
29,2.81648325920105,2.1236300468444824
30,2.679360866546631,2.10364031791687
31,2.720813751220703,2.2166805267333984
32,2.6763501167297363,2.0846004486083984
33,2.7372589111328125,2.1461713314056396
34,2.6993768215179443,2.1250407695770264
35,2.6412553787231445,2.0665595531463623
36,2.7335805892944336,2.1146533489227295
37,2.673074722290039,2.1435675621032715
38,2.7143261432647705,2.102166175842285
39,2.6369779109954834,2.100041389465332
40,2.73868465423584,2.161414623260498
41,2.6931865215301514,2.239475965499878
42,2.708256721496582,2.1768412590026855
43,2.5856740474700928,2.0992798805236816
44,2.64031982421875,2.149226188659668
45,2.6936099529266357,2.1600048542022705
46,2.6281797885894775,2.1384246349334717
47,2.5996978282928467,2.117384195327759
48,2.6587276458740234,2.1813812255859375
49,2.5424745082855225,2.075648307800293
50,2.816084146499634,2.1099865436553955
51,2.786613702774048,2.1592118740081787
52,2.8195109367370605,2.181027889251709
53,2.7352566719055176,2.1351583003997803
54,2.7515666484832764,2.1913161277770996
55,2.866201400756836,2.2893917560577393
56,2.781588554382324,2.2137441635131836
57,2.8356287479400635,2.2360637187957764
58,2.868532657623291,2.253098726272583
59,2.7561869621276855,2.2392687797546387
60,2.711371421813965,2.1662158966064453
61,2.6495203971862793,2.160980701446533
62,2.722352981567383,2.1480300426483154
63,2.640125036239624,2.098325490951538
64,2.7819950580596924,2.248584032058716
65,2.6934571266174316,2.1994235515594482
66,2.79525089263916,2.2314984798431396
67,2.7031567096710205,2.1594483852386475
68,2.647416591644287,2.174562454223633
69,2.7107954025268555,2.2116284370422363
70,2.8061535358428955,2.2728002071380615
71,2.7731635570526123,2.213308095932007
72,2.675985336303711,2.136622905731201
73,2.8221395015716553,2.2268667221069336
74,2.8089852333068848,2.272508382797241
75,2.775891065597534,2.2453017234802246
76,2.7663443088531494,2.2003843784332275
77,2.7084860801696777,2.1733016967773438
78,2.858626365661621,2.261557102203369
79,2.8043630123138428,2.248338222503662
80,2.6999716758728027,2.188824415206909
81,2.732588291168213,2.171456813812256
82,2.716259717941284,2.1450531482696533
83,2.795750617980957,2.206965446472168
84,2.766547679901123,2.2064778804779053
85,2.898982048034668,2.2415921688079834
86,2.8018991947174072,2.274205446243286
87,2.930569887161255,2.3130035400390625
88,2.867957830429077,2.3347537517547607
89,2.971064805984497,2.3071370124816895
90,2.7967987060546875,2.259089708328247
91,2.8285951614379883,2.262470245361328
92,2.8605904579162598,2.210937023162842
93,2.919067144393921,2.388963460922241
94,2.818131685256958,2.3393020629882812
95,2.890115261077881,2.2508134841918945
96,2.886824607849121,2.3330180644989014
97,2.7633986473083496,2.3249807357788086
98,2.881200075149536,2.288540840148926
